,id,rated,speed,createdAt,lastMoveAt,winner,clock,movesperplayer,white_player_name,white_ranking,black_player_name,black_ranking,Gametime,timepermove,white_kingcastle,white_queencastle,black_kingcastle,black_queencastle,White_moves_before_castle,Black_moves_before_castle,opens1,my_rank,i_won,enemy_rank,rank_difference,is_higher
3516,2CBaLJsD,True,bullet,2020-06-25 02:14:37.297000+02:00,2020-06-25 02:18:48.364000+02:00,white,120,31,BykrhanAydinov,1302,EvilSaintPL,1268,251.1,8.1,1,0,1,0,15,16,no opens,1268,-1,1302,-34,False
3517,FVcXc5zq,True,bullet,2020-06-25 02:09:28.145000+02:00,2020-06-25 02:14:16.957000+02:00,black,120,32,lfcdad,1271,EvilSaintPL,1259,288.8,9.0,1,0,1,0,15,19,Black d4 Nf6 c4 e6,1259,1,1271,-12,False
3518,ckrciHoo,True,bullet,2020-06-25 02:06:33.539000+02:00,2020-06-25 02:08:54.229000+02:00,black,120,17,hmj2,1260,EvilSaintPL,1250,140.7,8.3,1,0,0,0,16,19,no opens,1250,1,1260,-10,False
3519,6qp0sZi2,True,bullet,2020-06-25 02:02:14.481000+02:00,2020-06-25 02:06:15.382000+02:00,black,120,26,EvilSaintPL,1258,quimaroc,1286,240.9,9.3,0,0,1,0,28,16,White e4 c5 Nf3 d6,1258,-1,1286,-28,False
3520,cDsfVzMG,True,bullet,2020-06-25 01:59:58.262000+02:00,2020-06-25 02:02:06.489000+02:00,white,120,21,EvilSaintPL,1249,mechge,1245,128.2,6.1,1,0,1,0,6,4,no opens,1249,1,1245,4,True
3526,Q5qnQIqB,True,blitz,2020-06-24 20:58:37.043000+02:00,2020-06-24 20:59:27.263000+02:00,black,300,8,vedo1234,1489,EvilSaintPL,1516,50.2,6.3,0,0,0,0,10,10,Black e4 e6 d4 d5,1516,1,1489,27,True
3527,47jz6iwY,True,blitz,2020-06-24 20:53:17.946000+02:00,2020-06-24 20:57:58.444000+02:00,black,300,22,EvilSaintPL,1522,Antimon3000,1492,280.5,12.8,1,0,1,0,5,5,White e4 e5 Nf3 Nf6,1522,-1,1492,30,True
3528,vDav3iR1,True,blitz,2020-06-24 20:07:54.259000+02:00,2020-06-24 20:14:57.276000+02:00,black,300,39,EvilSaintPL,1528,roibeer,1513,423.0,10.8,1,0,1,0,9,9,White e4 e5 Nf3 Nc6,1528,-1,1513,15,True
3529,7bcsGNpq,True,blitz,2020-06-24 20:01:47.224000+02:00,2020-06-24 20:07:44.373000+02:00,black,300,31,roibeer,1518,EvilSaintPL,1522,357.1,11.5,1,0,0,0,6,33,Black e4 e6 d4 d5,1522,1,1518,4,True
3530,piTgJnu2,True,blitz,2020-06-24 20:00:37.287000+02:00,2020-06-24 20:01:21.161000+02:00,black,300,9,EvilSaintPL,1528,julidefant,1548,43.9,4.9,1,0,1,0,6,7,White e4 c5 Nf3 d6,1528,-1,1548,-20,False
3531,wRBA6u9u,True,blitz,2020-06-24 19:42:36.401000+02:00,2020-06-24 19:53:01.669000+02:00,black,300,57,EvilSaintPL,1532,abduqodir20,1500,625.3,11.0,0,0,1,0,59,14,White e4 c5 Nf3 Nc6,1532,-1,1500,32,True
3532,xMfS0a8S,True,blitz,2020-06-24 19:32:15.231000+02:00,2020-06-24 19:38:56.714000+02:00,black,300,38,lidder,1532,EvilSaintPL,1526,401.5,10.6,1,0,1,0,14,10,Black e4 e6 e5 c5,1526,1,1532,-6,False
3533,uR189sdO,True,blitz,2020-06-24 19:29:28.903000+02:00,2020-06-24 19:31:47.720000+02:00,black,300,17,EvilSaintPL,1532,zozolobya223,1526,138.8,8.2,1,0,1,0,5,5,White e4 e5 Nf3 Nc6,1532,-1,1526,6,True
3534,358LkgWZ,True,blitz,2020-06-24 19:25:35.043000+02:00,2020-06-24 19:28:20.726000+02:00,black,300,15,juan111k,1504,EvilSaintPL,1526,165.7,11.0,0,1,1,0,11,7,Black e4 e6 Nf3 d5,1526,1,1504,22,True
3535,fIE4SuSR,True,blitz,2020-06-24 19:22:40.009000+02:00,2020-06-24 19:25:14.530000+02:00,white,300,13,tourmalet3000,1535,EvilSaintPL,1532,154.5,11.9,0,0,1,0,15,6,Black d4 Nf6 Nf3 e6,1532,-1,1535,-3,False
3536,QeZY6Rp0,True,blitz,2020-06-24 19:12:53.030000+02:00,2020-06-24 19:21:16.939000+02:00,black,300,33,EvilSaintPL,1538,ramgy,1533,503.9,15.3,1,0,1,0,8,8,White e4 e5 Nf3 Nc6,1538,-1,1533,5,True
3537,p36RNiPe,True,blitz,2020-06-24 19:10:31.533000+02:00,2020-06-24 19:12:13.086000+02:00,white,300,15,EvilSaintPL,1532,LanKommando,1532,101.6,6.8,1,0,1,0,8,4,White e4 e5 Nf3 Nc6,1532,1,1532,0,False
3538,tGZanuPw,True,blitz,2020-06-24 19:06:37.850000+02:00,2020-06-24 19:10:05.028000+02:00,black,300,25,Pipan0o,1544,EvilSaintPL,1526,207.2,8.3,1,0,0,1,15,11,no opens,1526,1,1544,-18,False
3539,42lAWUXb,True,blitz,2020-06-24 18:58:33.492000+02:00,2020-06-24 19:05:10.396000+02:00,black,300,31,Volteator,1503,EvilSaintPL,1521,396.9,12.8,0,0,1,0,33,5,Black d4 Nf6 Bf4 e6,1521,1,1503,18,True
3540,RTbtUx30,True,blitz,2020-06-24 18:01:08.539000+02:00,2020-06-24 18:05:36.606000+02:00,white,300,24,EvilSaintPL,1514,PieroGnani,1562,268.1,11.2,1,0,0,1,10,8,no opens,1514,1,1562,-48,False
3541,zo4Zs6yf,True,blitz,2020-06-24 17:05:55.842000+02:00,2020-06-24 17:09:08.528000+02:00,black,300,20,EvilSaintPL,1521,kolyan1987,1463,192.7,9.6,1,0,1,0,9,8,White e4 e5 Nf3 Nc6,1521,-1,1463,58,True
3542,33S60gJX,True,blitz,2020-06-24 17:03:16.514000+02:00,2020-06-24 17:05:50.068000+02:00,white,300,16,eugen1804,1531,EvilSaintPL,1526,153.6,9.6,1,0,0,0,8,17,Black e4 e6 d4 d5,1526,-1,1531,-5,False
3543,uLBbBqXu,True,blitz,2020-06-24 16:55:48.855000+02:00,2020-06-24 17:02:03.175000+02:00,black,300,31,wazerattaei,1527,EvilSaintPL,1520,374.3,12.1,1,0,1,0,8,9,Black e4 e6 Bc4 d5,1520,1,1527,-7,False
3544,MyRBRlcM,True,blitz,2020-06-24 16:44:42.008000+02:00,2020-06-24 16:53:20.883000+02:00,white,300,58,EvilSaintPL,1515,xmorejon,1491,518.9,8.9,1,0,1,0,12,8,White e4 e5 Nf3 Nc6,1515,1,1491,24,True
3545,EvTF7D8O,True,blitz,2020-06-24 16:36:57.415000+02:00,2020-06-24 16:43:40.636000+02:00,white,300,30,MAElkhalaf,1528,EvilSaintPL,1521,403.2,13.4,1,0,1,0,11,10,Black e4 e6 d4 d5,1521,-1,1528,-7,False
3546,dvZv8WmL,True,blitz,2020-06-24 16:34:32.950000+02:00,2020-06-24 16:36:22.775000+02:00,white,300,17,EvilSaintPL,1515,Limecat,1507,109.8,6.5,1,0,1,0,8,8,White e4 e5 Nf3 Nc6,1515,1,1507,8,True
3547,fCwR0Hcu,True,blitz,2020-06-24 16:24:55.655000+02:00,2020-06-24 16:31:57.706000+02:00,white,300,40,EvilSaintPL,1507,PalazOfHoon,1609,422.1,10.6,1,0,1,0,7,9,no opens,1507,1,1609,-102,False
3548,5UdUB5li,True,blitz,2020-06-23 16:17:05.838000+02:00,2020-06-23 16:24:15.682000+02:00,black,300,24,lidk,1500,EvilSaintPL,1503,429.8,17.9,1,0,1,0,8,8,Black e4 e6 Nc3 d5,1503,1,1500,3,True
3549,rZ8FrB1p,True,blitz,2020-06-23 16:01:07.111000+02:00,2020-06-23 16:10:58.792000+02:00,black,300,53,adesina,1475,EvilSaintPL,1498,591.7,11.2,0,0,1,0,55,17,no opens,1498,1,1475,23,True
3550,ljhgiBiJ,True,blitz,2020-06-23 15:43:43.049000+02:00,2020-06-23 15:50:33.747000+02:00,white,300,33,EvilSaintPL,1492,l4m3,1520,410.7,12.4,1,0,0,1,7,13,White e4 e5 Nf3 Nc6,1492,1,1520,-28,False
3551,LZ3AQOFL,True,blitz,2020-06-23 15:40:21.321000+02:00,2020-06-23 15:43:29.436000+02:00,white,300,19,EvilSaintPL,1487,GodGin,1440,188.1,9.9,1,0,0,0,5,20,White e4 e5 Nf3 Nf6,1487,1,1440,47,True
3552,gBgHVU2E,True,blitz,2020-06-23 14:31:21.019000+02:00,2020-06-23 14:40:04.538000+02:00,black,300,78,EvilSaintPL,1493,LexocoGG,1462,523.5,6.7,1,0,1,0,8,8,White e4 e5 Nf3 Nc6,1493,-1,1462,31,True
3553,tOXv4f82,True,blitz,2020-06-23 14:25:15.545000+02:00,2020-06-23 14:27:33.202000+02:00,black,300,25,pabloiglesiasturrion,1500,EvilSaintPL,1489,137.7,5.5,1,0,1,0,6,16,Black e4 e6 d4 d5,1489,1,1500,-11,False
3554,6z2jt6gw,True,blitz,2020-06-23 14:22:16.918000+02:00,2020-06-23 14:24:48.853000+02:00,white,300,17,Tassostam,1477,EvilSaintPL,1495,151.9,8.9,0,0,1,0,19,8,Black e4 e6 Nf3 d5,1495,-1,1477,18,True
3555,tBE0me0U,True,blitz,2020-06-23 14:07:34.848000+02:00,2020-06-23 14:13:57.488000+02:00,black,300,31,SILVERIC1212,1467,EvilSaintPL,1489,382.6,12.3,1,0,1,0,9,5,Black e4 e6 Nf3 d5,1489,1,1467,22,True
3562,qBufYpZd,True,rapid,2020-06-22 14:44:16.343000+02:00,2020-06-22 14:49:16.256000+02:00,black,600,19,Badem1453Fatih,1393,EvilSaintPL,1394,299.9,15.8,1,0,1,0,8,9,Black d4 Nf6 c4 e6,1394,1,1393,1,True
3563,xuCd4G2E,True,rapid,2020-06-22 14:35:49.346000+02:00,2020-06-22 14:43:57.053000+02:00,black,600,28,EvilSaintPL,1401,frymon,1403,487.7,17.4,1,0,1,0,8,7,White e4 e5 Nf3 Nc6,1401,-1,1403,-2,False
3564,y2WtyD4W,True,rapid,2020-06-22 14:27:21.008000+02:00,2020-06-22 14:35:38.915000+02:00,white,600,40,EvilSaintPL,1394,Rajender1,1345,497.9,12.4,1,0,0,0,8,41,White e4 e5 Nf3 Nf6,1394,1,1345,49,True
3565,SQRVhPOe,True,blitz,2020-06-21 22:59:33.256000+02:00,2020-06-21 23:06:31.723000+02:00,black,300,23,hogia,1455,EvilSaintPL,1484,418.5,18.2,1,0,1,0,15,16,Black e4 e6 d4 d5,1484,1,1455,29,True
3566,qEgVGtS7,True,blitz,2020-06-21 22:49:20.166000+02:00,2020-06-21 22:57:55.192000+02:00,white,300,86,EvilSaintPL,1478,good911,1486,515.0,6.0,1,0,1,0,8,10,White e4 e5 Nf3 Nc6,1478,1,1486,-8,False
3567,4LpQhdQN,True,blitz,2020-06-21 21:44:03.819000+02:00,2020-06-21 21:54:20.484000+02:00,white,300,77,EvilSaintPL,1472,mehdi_5980,1474,616.7,8.0,1,0,1,0,5,5,White e4 e5 Nf3 Nc6,1472,1,1474,-2,False
3568,9qb3WN9k,True,blitz,2020-06-21 21:39:35.027000+02:00,2020-06-21 21:43:32.370000+02:00,white,300,25,gundy12,1466,EvilSaintPL,1478,237.3,9.5,0,1,1,0,5,7,no opens,1478,-1,1466,12,True
3569,sE8oullC,True,blitz,2020-06-21 21:34:07.022000+02:00,2020-06-21 21:39:27.863000+02:00,black,300,17,saren_pl,1456,EvilSaintPL,1473,320.8,18.9,1,0,1,0,6,9,Black e4 e6 Nf3 d5,1473,1,1456,17,True
3570,hwTYlN0i,True,blitz,2020-06-21 21:26:29.577000+02:00,2020-06-21 21:33:00.810000+02:00,white,300,29,Benny78,1514,EvilSaintPL,1478,391.2,13.5,1,0,1,0,12,11,Black e4 e6 Nf3 d5,1478,-1,1514,-36,False
3571,ue2ARlN4,True,blitz,2020-06-21 21:22:38.815000+02:00,2020-06-21 21:24:42.373000+02:00,black,300,15,savelovme,1537,EvilSaintPL,1471,123.6,8.2,0,0,1,0,17,9,no opens,1471,1,1537,-66,False
3572,iJq4l5wc,True,blitz,2020-06-21 21:15:38.449000+02:00,2020-06-21 21:20:51.311000+02:00,white,300,27,EvilSaintPL,1465,kimo-dz,1483,312.9,11.6,1,0,0,0,11,28,no opens,1465,1,1483,-18,False
3573,KngsEvOH,True,blitz,2020-06-21 19:32:36.973000+02:00,2020-06-21 19:42:36.026000+02:00,white,300,34,EvilSaintPL,1458,jop2020,1522,599.1,17.6,1,0,1,0,7,12,no opens,1458,1,1522,-64,False
3574,uwkMoOsJ,True,blitz,2020-06-21 16:25:55.290000+02:00,2020-06-21 16:35:05.453000+02:00,white,300,34,vlafik,1464,EvilSaintPL,1464,550.2,16.2,1,0,1,0,7,6,Black d4 Nf6 c4 e6,1464,-1,1464,0,False
3575,VuH5IyZa,True,blitz,2020-06-21 16:11:21.132000+02:00,2020-06-21 16:19:39.993000+02:00,black,300,40,EvilSaintPL,1470,Konokrad,1412,498.9,12.5,1,0,1,0,6,6,White e4 e5 Nf3 Nf6,1470,-1,1412,58,True
3576,lSM793LJ,True,blitz,2020-06-21 16:02:10.669000+02:00,2020-06-21 16:10:00.185000+02:00,white,300,37,cosarosca,1476,EvilSaintPL,1476,469.5,12.7,1,0,1,0,10,9,Black e4 e6 Bc4 d5,1476,-1,1476,0,False
3577,GzA3FXX7,True,blitz,2020-06-21 16:00:04.150000+02:00,2020-06-21 16:01:29.245000+02:00,white,300,10,EvilSaintPL,1472,ineufer,1403,85.1,8.5,0,0,1,0,12,4,White e4 e5 Nf3 Nc6,1472,1,1403,69,True
3578,pwRq9YGS,True,blitz,2020-06-21 15:30:29.363000+02:00,2020-06-21 15:32:05.021000+02:00,black,300,9,EvilSaintPL,1477,Moravon,1478,95.7,10.6,1,0,0,0,3,10,White e4 e5 Nf3 d6,1477,-1,1478,-1,False
3579,oCdxzGkN,True,blitz,2020-06-21 15:21:26.579000+02:00,2020-06-21 15:29:02.435000+02:00,white,300,36,Aleks2019,1559,EvilSaintPL,1482,455.9,12.7,0,1,1,0,12,9,Black e4 e6 e5 c5,1482,-1,1559,-77,False
3580,N5w9qlKL,True,blitz,2020-06-21 15:15:47.974000+02:00,2020-06-21 15:20:28.286000+02:00,white,300,43,petko646,1382,EvilSaintPL,1489,280.3,6.5,1,0,1,0,9,9,Black e4 e6 Nf3 d5,1489,-1,1382,107,True
3581,6YEhBhTT,True,rapid,2020-06-21 15:11:44.160000+02:00,2020-06-21 15:15:38.243000+02:00,white,600,15,EvilSaintPL,1388,GnomGenom,1327,234.1,15.6,1,0,1,0,11,11,White e4 e6 d4 d5,1388,1,1327,61,True
3582,ueIfXL2h,True,blitz,2020-06-20 16:22:22.742000+02:00,2020-06-20 16:27:14.495000+02:00,black,300,19,EvilSaintPL,1495,VICTORMARTIN,1466,291.8,15.4,1,0,1,0,7,18,no opens,1495,-1,1466,29,True
3583,2LKuuok1,True,blitz,2020-06-20 16:14:52.738000+02:00,2020-06-20 16:21:11.157000+02:00,white,300,37,sitoryu,1512,EvilSaintPL,1501,378.4,10.2,1,0,1,0,12,13,Black e4 e6 d4 d5,1501,-1,1512,-11,False
3584,Av1SO4wi,True,blitz,2020-06-20 16:06:49.212000+02:00,2020-06-20 16:14:05.634000+02:00,draw,300,40,EvilSaintPL,1500,Kon4ad,1562,436.4,10.9,1,0,1,0,12,6,White e4 g6 d4 Bg7,1500,0,1562,-62,False
3585,X9vBPv4J,True,blitz,2020-06-20 16:01:53.734000+02:00,2020-06-20 16:05:05.391000+02:00,white,300,20,mzxr,1576,EvilSaintPL,1504,191.7,9.6,1,0,1,0,10,6,Black e4 e6 Nc3 d5,1504,-1,1576,-72,False
3586,Je5rtHn3,True,blitz,2020-06-20 15:08:54.973000+02:00,2020-06-20 15:14:37.059000+02:00,black,300,25,Nawani20,1434,EvilSaintPL,1500,342.1,13.7,1,0,1,0,6,6,Black e4 e6 Nf3 d5,1500,1,1434,66,True
3587,RVNezlP2,True,rapid,2020-06-20 14:16:41.954000+02:00,2020-06-20 14:19:38.450000+02:00,white,600,12,Morduke,1441,EvilSaintPL,1394,176.5,14.7,1,0,1,0,9,9,Black e4 e6 d4 d5,1394,-1,1441,-47,False
3591,6TERGIS1,True,blitz,2020-06-19 21:22:10.333000+02:00,2020-06-19 21:27:17.558000+02:00,white,300,47,EvilSaintPL,1494,BigApp7e,1491,307.2,6.5,1,0,1,0,5,9,White e4 e5 Nf3 d6,1494,1,1491,3,True
3592,abO8q58F,True,blitz,2020-06-19 21:10:44.249000+02:00,2020-06-19 21:16:43.455000+02:00,white,300,27,EvilSaintPL,1488,Gyrnik,1468,359.2,13.3,1,0,1,0,6,12,White e4 e5 Nf3 d6,1488,1,1468,20,True
3593,WGqeBYOI,True,blitz,2020-06-19 16:38:29.658000+02:00,2020-06-19 16:46:55.060000+02:00,black,300,53,EvilSaintPL,1494,sitomani,1489,505.4,9.5,1,0,1,0,5,8,White e4 e5 Nf3 Nf6,1494,-1,1489,5,True
3594,afBHJyLb,True,blitz,2020-06-19 16:29:57.476000+02:00,2020-06-19 16:36:22.567000+02:00,white,300,32,michetto,1494,EvilSaintPL,1500,385.1,12.0,0,1,1,0,12,12,Black e4 e6 Nc3 d5,1500,-1,1494,6,True
3595,H58fUGxS,True,rapid,2020-06-19 14:07:20.913000+02:00,2020-06-19 14:09:59.822000+02:00,white,600,20,Heorge,1528,EvilSaintPL,1399,158.9,7.9,1,0,1,0,5,9,Black e4 e6 Nf3 d5,1399,-1,1528,-129,False
3596,zArudV6f,True,rapid,2020-06-19 14:04:40.138000+02:00,2020-06-19 14:06:20.267000+02:00,black,600,7,EvilSaintPL,1406,Prithwitosh,1435,100.1,14.3,0,0,0,0,9,8,no opens,1406,-1,1435,-29,False
3597,Gd2PqEkd,True,rapid,2020-06-19 00:06:03.250000+02:00,2020-06-19 00:08:19.009000+02:00,black,600,13,cammamaster,1447,EvilSaintPL,1397,135.8,10.4,0,0,1,0,15,7,Black d4 Nf6 Bf4 e6,1397,1,1447,-50,False
3603,ArvtdqaL,True,rapid,2020-06-18 18:46:29.256000+02:00,2020-06-18 18:53:46.513000+02:00,white,600,21,EvilSaintPL,1388,Plantology,1380,437.3,20.8,1,0,1,0,10,9,White e4 e5 Nf3 Nc6,1388,1,1380,8,True
3604,W5MYmgcN,True,rapid,2020-06-18 18:42:42.569000+02:00,2020-06-18 18:45:59.233000+02:00,white,600,14,sseyli,1410,EvilSaintPL,1396,196.7,14.0,0,0,0,0,16,16,no opens,1396,-1,1410,-14,False
3605,8r46mGcK,True,rapid,2020-06-18 18:39:40.652000+02:00,2020-06-18 18:42:31.889000+02:00,white,600,11,EvilSaintPL,1386,ajoao,1409,171.2,15.6,1,0,1,0,5,5,White e4 e5 Nf3 Nf6,1386,1,1409,-23,False
3606,SLRvmILJ,True,rapid,2020-06-18 18:10:39.043000+02:00,2020-06-18 18:18:24.320000+02:00,white,600,22,MarkE47,1382,EvilSaintPL,1395,465.3,21.2,0,1,1,0,18,7,Black d4 Nf6 Bf4 e6,1395,-1,1382,13,True
3607,LYcteWe7,True,blitz,2020-06-18 15:13:15.524000+02:00,2020-06-18 15:18:52.443000+02:00,white,300,30,EvilSaintPL,1494,chucklecat,1482,336.9,11.2,1,0,1,0,11,10,White e4 c5 Nf3 e6,1494,1,1482,12,True
3608,dnb0ig6E,True,blitz,2020-06-18 15:05:00.139000+02:00,2020-06-18 15:12:47.605000+02:00,white,300,31,JermaineCole,1500,EvilSaintPL,1500,467.5,15.1,1,0,1,0,10,10,Black e4 e6 d4 d5,1500,-1,1500,0,False
3609,28U4nwgM,True,blitz,2020-06-18 14:56:35.630000+02:00,2020-06-18 15:03:48.411000+02:00,black,300,33,Weszone,1523,EvilSaintPL,1494,432.8,13.1,1,0,1,0,13,17,Black e4 e6 e5 c5,1494,1,1523,-29,False
3610,3Knluslf,True,blitz,2020-06-18 14:48:10.773000+02:00,2020-06-18 14:55:47.533000+02:00,black,300,50,EvilSaintPL,1498,Mikhail0594,1580,456.8,9.1,1,0,1,0,5,5,White e4 e5 Nf3 Nc6,1498,-1,1580,-82,False
3611,xwq3zVBE,True,blitz,2020-06-18 14:41:24.579000+02:00,2020-06-18 14:46:18.392000+02:00,black,300,28,kingjake,1497,EvilSaintPL,1492,293.8,10.5,1,0,1,0,11,13,Black e4 e6 Nc3 d5,1492,1,1497,-5,False
3612,sxcFuWKk,True,blitz,2020-06-18 14:34:55.821000+02:00,2020-06-18 14:41:04.310000+02:00,white,300,31,EvilSaintPL,1486,jlc333,1520,368.5,11.9,1,0,1,0,15,11,White e4 d5 exd5 Qxd5,1486,1,1520,-34,False
3616,gFSCL1mF,True,rapid,2020-06-18 12:54:41.244000+02:00,2020-06-18 13:01:37.318000+02:00,black,600,22,mrtxx,1416,EvilSaintPL,1385,416.1,18.9,1,0,1,0,9,19,Black e4 e6 d4 d5,1385,1,1416,-31,False
3617,e52qMYeM,True,rapid,2020-06-18 12:43:52.560000+02:00,2020-06-18 12:54:01.999000+02:00,black,600,30,EvilSaintPL,1395,nikkosykh1992,1376,609.4,20.3,1,0,0,1,9,8,White e4 e5 Nf3 Nc6,1395,-1,1376,19,True
3618,188a2UBz,True,rapid,2020-06-18 12:37:26.191000+02:00,2020-06-18 12:42:40.333000+02:00,black,600,17,EvilSaintPL,1404,ZielonoZielony,1397,314.1,18.5,1,0,1,0,5,4,no opens,1404,-1,1397,7,True
3619,yWSnnLf7,True,blitz,2020-06-17 16:11:18.837000+02:00,2020-06-17 16:16:56.633000+02:00,white,300,26,Jaycop,1461,EvilSaintPL,1492,337.8,13.0,1,0,1,0,8,11,Black e4 e6 Nf3 d5,1492,-1,1461,31,True
3620,rDujWvJo,True,blitz,2020-06-17 15:26:40.406000+02:00,2020-06-17 15:36:50.902000+02:00,draw,300,72,EvilSaintPL,1492,moamal21,1492,610.5,8.5,1,0,1,0,7,10,White e4 c6 Nf3 d5,1492,0,1492,0,False
3621,q9sjT3xV,True,blitz,2020-06-17 15:19:33.249000+02:00,2020-06-17 15:25:46.247000+02:00,white,300,27,Ahmedalfi,1531,EvilSaintPL,1497,373.0,13.8,1,0,1,0,11,8,Black d4 Nf6 c4 e6,1497,-1,1531,-34,False
3622,vYXfWhl8,True,blitz,2020-06-17 15:13:53.907000+02:00,2020-06-17 15:18:21.153000+02:00,white,300,26,EvilSaintPL,1491,plaviivek,1483,267.2,10.3,1,0,0,0,7,27,White e4 e5 Nf3 Nc6,1491,1,1483,8,True
3623,80gxamem,True,blitz,2020-06-17 14:30:48.151000+02:00,2020-06-17 14:38:55.101000+02:00,white,300,35,EvilSaintPL,1487,IndiraF,1374,486.9,13.9,1,0,0,0,6,36,White e4 e5 Nf3 d6,1487,1,1374,113,True
3624,IGk2FSQ3,True,blitz,2020-06-17 14:19:00.801000+02:00,2020-06-17 14:28:22.281000+02:00,black,300,28,Gripenx7,1500,EvilSaintPL,1481,561.5,20.1,1,0,0,0,13,30,Black e4 e6 Nf3 d5,1481,1,1500,-19,False
3625,Blqi7gKD,True,blitz,2020-06-17 14:10:43.577000+02:00,2020-06-17 14:15:47.040000+02:00,black,300,25,zenertek,1553,EvilSaintPL,1474,303.5,12.1,1,0,1,0,12,16,Black e4 e6 Nf3 d5,1474,1,1553,-79,False
3626,4IYAFsvB,True,blitz,2020-06-17 14:04:34.192000+02:00,2020-06-17 14:09:46.834000+02:00,black,300,30,EvilSaintPL,1480,pistel,1463,312.6,10.4,1,0,0,1,7,15,White e4 d5 exd5 Qxd5,1480,-1,1463,17,True
3627,woeobfby,True,blitz,2020-06-17 13:57:35.183000+02:00,2020-06-17 14:02:45.770000+02:00,black,300,35,ricairo,1503,EvilSaintPL,1474,310.6,8.9,1,0,1,0,6,6,Black e4 e6 Nf3 d5,1474,1,1503,-29,False
3628,yrjP2Ymh,True,blitz,2020-06-17 13:45:36.424000+02:00,2020-06-17 13:55:12.457000+02:00,black,300,51,EvilSaintPL,1480,Lucas-FR,1456,576.0,11.3,1,0,1,0,8,4,White e4 e5 Nf3 Nc6,1480,-1,1456,24,True
3629,9QNtSlDb,True,blitz,2020-06-17 12:32:52.528000+02:00,2020-06-17 12:37:52.861000+02:00,black,300,27,EvilSaintPL,1485,compaluca,1501,300.3,11.1,1,0,1,0,9,9,White e4 e5 Nf3 Nf6,1485,-1,1501,-16,False
3630,5dcyX2Eb,True,blitz,2020-06-17 12:31:11.952000+02:00,2020-06-17 12:32:17.084000+02:00,black,300,8,hardtoplay007,1468,EvilSaintPL,1480,65.1,8.1,0,0,0,0,10,9,Black e4 e6 d4 d5,1480,1,1468,12,True
3631,oItNB2RV,True,blitz,2020-06-17 12:02:24.984000+02:00,2020-06-17 12:12:26.627000+02:00,white,300,59,EvilSaintPL,1474,Vijayvrb,1476,601.6,10.2,1,0,1,0,5,4,White e4 e5 Nf3 Nc6,1474,1,1476,-2,False
3632,GCxEgBQO,True,blitz,2020-06-17 11:54:20.756000+02:00,2020-06-17 12:01:33.429000+02:00,black,300,43,joepev,1471,EvilSaintPL,1468,432.7,10.1,0,1,1,0,12,12,Black e4 e6 Nf3 d5,1468,1,1471,-3,False
3633,nPRLNn62,True,blitz,2020-06-16 22:53:15.548000+02:00,2020-06-16 23:01:14.629000+02:00,white,300,30,EvilSaintPL,1462,yocaam30,1474,479.1,16.0,0,0,0,1,32,18,White e4 e5 Nf3 Bc5,1462,1,1474,-12,False
3634,bIMQXaPO,True,blitz,2020-06-16 22:37:45.393000+02:00,2020-06-16 22:47:40.710000+02:00,black,300,35,hung510,1448,EvilSaintPL,1457,595.3,17.0,1,0,0,1,7,8,no opens,1457,1,1448,9,True
3635,GMtItnsv,True,blitz,2020-06-16 19:44:38.710000+02:00,2020-06-16 19:51:08.406000+02:00,black,300,29,EvilSaintPL,1462,Sengoku94,1446,389.7,13.4,1,0,0,1,5,17,White e4 e5 Nf3 d5,1462,-1,1446,16,True
3636,93D2UYt5,True,blitz,2020-06-16 19:41:13.458000+02:00,2020-06-16 19:43:44.156000+02:00,white,300,19,raultajeda,1455,EvilSaintPL,1468,150.7,7.9,1,0,1,0,4,7,Black e4 e6 Nf3 d5,1468,-1,1455,13,True
3637,dNrPyqCO,True,blitz,2020-06-16 19:36:34.664000+02:00,2020-06-16 19:40:38.113000+02:00,black,300,23,EvilSaintPL,1474,zubair_ahmed,1466,243.4,10.6,1,0,1,0,14,8,White e4 e5 Nf3 Nc6,1474,-1,1466,8,True
3638,hq1Rrk2F,True,blitz,2020-06-16 19:12:38.953000+02:00,2020-06-16 19:17:45.023000+02:00,draw,300,31,EvilSaintPL,1474,whitakerbrand,1500,306.1,9.9,1,0,0,0,8,32,White e4 c5 Nf3 Nc6,1474,0,1500,-26,False
3639,iQfommM7,True,blitz,2020-06-16 17:17:05.006000+02:00,2020-06-16 17:23:37.802000+02:00,black,300,39,FredEsca,1457,EvilSaintPL,1468,392.8,10.1,1,0,1,0,4,11,Black e4 e6 Nf3 d5,1468,1,1457,11,True
3640,DmEUD00j,True,blitz,2020-06-16 16:30:59.409000+02:00,2020-06-16 16:36:33.918000+02:00,white,300,20,EvilSaintPL,1462,Azrielhondacycle,1455,334.5,16.7,1,0,1,0,6,11,White e4 e5 Nf3 Nc6,1462,1,1455,7,True
3641,7Ipp6wpp,True,blitz,2020-06-16 16:24:29.998000+02:00,2020-06-16 16:30:12.364000+02:00,white,300,37,Jan72,1577,EvilSaintPL,1466,342.4,9.3,1,0,0,0,15,38,Black e4 e6 Nf3 d5,1466,-1,1577,-111,False
